X Y
-0.000900 0.044300
-0.000891 0.044372
-0.000866 0.044439
-0.000825 0.044498
-0.000675 0.044652
-0.000634 0.044711
-0.000609 0.044778
-0.000600 0.044850
-0.000609 0.044922
-0.000634 0.044989
-0.000675 0.045048
-0.000825 0.045202
-0.000866 0.045261
-0.000891 0.045328
-0.000900 0.045400
-0.000891 0.045472
-0.000866 0.045539
-0.000825 0.045598
-0.000675 0.045752
-0.000634 0.045811
-0.000609 0.045878
-0.000600 0.045950
-0.000609 0.046022
-0.000634 0.046089
-0.000675 0.046148
-0.000825 0.046302
-0.000866 0.046361
-0.000891 0.046428
-0.000900 0.046500
-0.000891 0.046572
-0.000866 0.046639
-0.000825 0.046698
-0.000675 0.046852
-0.000634 0.046911
-0.000609 0.046978
-0.000600 0.047050
-0.000609 0.047122
-0.000634 0.047189
-0.000675 0.047248
-0.000825 0.047402
-0.000866 0.047461
-0.000891 0.047528
-0.000900 0.047600
-0.000891 0.047672
-0.000866 0.047739
-0.000825 0.047798
-0.000675 0.047952
-0.000634 0.048011
-0.000609 0.048078
-0.000600 0.048150
-0.000609 0.048222
-0.000634 0.048289
-0.000675 0.048348
-0.000825 0.048502
-0.000866 0.048561
-0.000891 0.048628
-0.000900 0.048700
-0.000891 0.048772
-0.000866 0.048839
-0.000825 0.048898
-0.000675 0.049052
-0.000634 0.049111
-0.000609 0.049178
-0.000600 0.049250
-0.000609 0.049322
-0.000634 0.049389
-0.000675 0.049448
-0.000825 0.049602
-0.000866 0.049661
-0.000891 0.049728
-0.000900 0.049800
-0.000891 0.049872
-0.000866 0.049939
-0.000825 0.049998
-0.000675 0.050152
-0.000634 0.050211
-0.000609 0.050278
-0.000600 0.050350
-0.000609 0.050422
-0.000634 0.050489
-0.000675 0.050548
-0.000825 0.050702
-0.000866 0.050761
-0.000891 0.050828
-0.000900 0.050900
-0.000891 0.050972
-0.000866 0.051039
-0.000825 0.051098
-0.000675 0.051252
-0.000634 0.051311
-0.000609 0.051378
-0.000600 0.051450
-0.000609 0.051522
-0.000634 0.051589
-0.000675 0.051648
-0.000825 0.051802
-0.000866 0.051861
-0.000891 0.051928
-0.000900 0.052000
-0.000891 0.052072
-0.000866 0.052139
-0.000825 0.052198
-0.000675 0.052352
-0.000634 0.052411
-0.000609 0.052478
-0.000600 0.052550
-0.000609 0.052622
-0.000634 0.052689
-0.000675 0.052748
-0.000825 0.052902
-0.000866 0.052961
-0.000891 0.053028
-0.000900 0.053100
-0.000891 0.053172
-0.000866 0.053239
-0.000825 0.053298
-0.000675 0.053452
-0.000634 0.053511
-0.000609 0.053578
-0.000600 0.053650
-0.000609 0.053722
-0.000634 0.053789
-0.000675 0.053848
-0.000825 0.054002
-0.000866 0.054061
-0.000891 0.054128
-0.000900 0.054200
-0.000891 0.054272
-0.000866 0.054339
-0.000825 0.054398
-0.000675 0.054552
-0.000634 0.054611
-0.000609 0.054678
-0.000600 0.054750
-0.000609 0.054822
-0.000634 0.054889
-0.000675 0.054948
-0.000825 0.055102
-0.000866 0.055161
-0.000891 0.055228
-0.000900 0.055300
-0.000900 0.058000
-0.000910 0.058078
-0.000940 0.058150
-0.000988 0.058212
-0.001050 0.058260
-0.001122 0.058290
-0.001200 0.058300
-0.005150 0.058300
-0.005222 0.058309
-0.005289 0.058334
-0.005348 0.058375
-0.005502 0.058525
-0.005561 0.058566
-0.005628 0.058591
-0.005700 0.058600
-0.005772 0.058591
-0.005839 0.058566
-0.005898 0.058525
-0.006052 0.058375
-0.006111 0.058334
-0.006178 0.058309
-0.006250 0.058300
-0.006322 0.058309
-0.006389 0.058334
-0.006448 0.058375
-0.006602 0.058525
-0.006661 0.058566
-0.006728 0.058591
-0.006800 0.058600
-0.006872 0.058591
-0.006939 0.058566
-0.006998 0.058525
-0.007152 0.058375
-0.007211 0.058334
-0.007278 0.058309
-0.007350 0.058300
-0.007422 0.058309
-0.007489 0.058334
-0.007548 0.058375
-0.007702 0.058525
-0.007761 0.058566
-0.007828 0.058591
-0.007900 0.058600
-0.007972 0.058591
-0.008039 0.058566
-0.008098 0.058525
-0.008252 0.058375
-0.008311 0.058334
-0.008378 0.058309
-0.008450 0.058300
-0.008522 0.058309
-0.008589 0.058334
-0.008648 0.058375
-0.008802 0.058525
-0.008861 0.058566
-0.008928 0.058591
-0.009000 0.058600
-0.009072 0.058591
-0.009139 0.058566
-0.009198 0.058525
-0.009352 0.058375
-0.009411 0.058334
-0.009478 0.058309
-0.009550 0.058300
-0.009622 0.058309
-0.009689 0.058334
-0.009748 0.058375
-0.009902 0.058525
-0.009961 0.058566
-0.010028 0.058591
-0.010100 0.058600
-0.010172 0.058591
-0.010239 0.058566
-0.010298 0.058525
-0.010452 0.058375
-0.010511 0.058334
-0.010578 0.058309
-0.010650 0.058300
-0.010722 0.058309
-0.010789 0.058334
-0.010848 0.058375
-0.011002 0.058525
-0.011061 0.058566
-0.011128 0.058591
-0.011200 0.058600
-0.011272 0.058591
-0.011339 0.058566
-0.011398 0.058525
-0.011552 0.058375
-0.011611 0.058334
-0.011678 0.058309
-0.011750 0.058300
-0.011822 0.058309
-0.011889 0.058334
-0.011948 0.058375
-0.012102 0.058525
-0.012161 0.058566
-0.012228 0.058591
-0.012300 0.058600
-0.012372 0.058591
-0.012439 0.058566
-0.012498 0.058525
-0.012652 0.058375
-0.012711 0.058334
-0.012778 0.058309
-0.012850 0.058300
-0.012922 0.058309
-0.012989 0.058334
-0.013048 0.058375
-0.013202 0.058525
-0.013261 0.058566
-0.013328 0.058591
-0.013400 0.058600
-0.013472 0.058591
-0.013539 0.058566
-0.013598 0.058525
-0.013752 0.058375
-0.013811 0.058334
-0.013878 0.058309
-0.013950 0.058300
-0.014022 0.058309
-0.014089 0.058334
-0.014148 0.058375
-0.014302 0.058525
-0.014361 0.058566
-0.014428 0.058591
-0.014500 0.058600
-0.014572 0.058591
-0.014639 0.058566
-0.014698 0.058525
-0.014852 0.058375
-0.014911 0.058334
-0.014978 0.058309
-0.015050 0.058300
-0.015122 0.058309
-0.015189 0.058334
-0.015248 0.058375
-0.015402 0.058525
-0.015458 0.058564
-0.015523 0.058590
-0.015591 0.058600
-0.015660 0.058594
-0.015660 0.059994
-0.015591 0.060000
-0.015523 0.059990
-0.015458 0.059964
-0.015402 0.059925
-0.015248 0.059775
-0.015189 0.059734
-0.015122 0.059709
-0.015050 0.059700
-0.014978 0.059709
-0.014911 0.059734
-0.014852 0.059775
-0.014698 0.059925
-0.014639 0.059966
-0.014572 0.059991
-0.014500 0.060000
-0.014428 0.059991
-0.014361 0.059966
-0.014302 0.059925
-0.014148 0.059775
-0.014089 0.059734
-0.014022 0.059709
-0.013950 0.059700
-0.013878 0.059709
-0.013811 0.059734
-0.013752 0.059775
-0.013598 0.059925
-0.013539 0.059966
-0.013472 0.059991
-0.013400 0.060000
-0.013328 0.059991
-0.013261 0.059966
-0.013202 0.059925
-0.013048 0.059775
-0.012989 0.059734
-0.012922 0.059709
-0.012850 0.059700
-0.012778 0.059709
-0.012711 0.059734
-0.012652 0.059775
-0.012498 0.059925
-0.012439 0.059966
-0.012372 0.059991
-0.012300 0.060000
-0.012228 0.059991
-0.012161 0.059966
-0.012102 0.059925
-0.011948 0.059775
-0.011889 0.059734
-0.011822 0.059709
-0.011750 0.059700
-0.011678 0.059709
-0.011611 0.059734
-0.011552 0.059775
-0.011398 0.059925
-0.011339 0.059966
-0.011272 0.059991
-0.011200 0.060000
-0.011128 0.059991
-0.011061 0.059966
-0.011002 0.059925
-0.010848 0.059775
-0.010789 0.059734
-0.010722 0.059709
-0.010650 0.059700
-0.010578 0.059709
-0.010511 0.059734
-0.010452 0.059775
-0.010298 0.059925
-0.010239 0.059966
-0.010172 0.059991
-0.010100 0.060000
-0.010028 0.059991
-0.009961 0.059966
-0.009902 0.059925
-0.009748 0.059775
-0.009689 0.059734
-0.009622 0.059709
-0.009550 0.059700
-0.009478 0.059709
-0.009411 0.059734
-0.009352 0.059775
-0.009198 0.059925
-0.009139 0.059966
-0.009072 0.059991
-0.009000 0.060000
-0.008928 0.059991
-0.008861 0.059966
-0.008802 0.059925
-0.008648 0.059775
-0.008589 0.059734
-0.008522 0.059709
-0.008450 0.059700
-0.008378 0.059709
-0.008311 0.059734
-0.008252 0.059775
-0.008098 0.059925
-0.008039 0.059966
-0.007972 0.059991
-0.007900 0.060000
-0.007828 0.059991
-0.007761 0.059966
-0.007702 0.059925
-0.007548 0.059775
-0.007489 0.059734
-0.007422 0.059709
-0.007350 0.059700
-0.007278 0.059709
-0.007211 0.059734
-0.007152 0.059775
-0.006998 0.059925
-0.006939 0.059966
-0.006872 0.059991
-0.006800 0.060000
-0.006728 0.059991
-0.006661 0.059966
-0.006602 0.059925
-0.006448 0.059775
-0.006389 0.059734
-0.006322 0.059709
-0.006250 0.059700
-0.006178 0.059709
-0.006111 0.059734
-0.006052 0.059775
-0.005898 0.059925
-0.005839 0.059966
-0.005772 0.059991
