X Y
0.000600 0.055300
0.000609 0.055228
0.000634 0.055161
0.000675 0.055102
0.000825 0.054948
0.000866 0.054889
0.000891 0.054822
0.000900 0.054750
0.000891 0.054678
0.000866 0.054611
0.000825 0.054552
0.000675 0.054398
0.000634 0.054339
0.000609 0.054272
0.000600 0.054200
0.000609 0.054128
0.000634 0.054061
0.000675 0.054002
0.000825 0.053848
0.000866 0.053789
0.000891 0.053722
0.000900 0.053650
0.000891 0.053578
0.000866 0.053511
0.000825 0.053452
0.000675 0.053298
0.000634 0.053239
0.000609 0.053172
0.000600 0.053100
0.000609 0.053028
0.000634 0.052961
0.000675 0.052902
0.000825 0.052748
0.000866 0.052689
0.000891 0.052622
0.000900 0.052550
0.000891 0.052478
0.000866 0.052411
0.000825 0.052352
0.000675 0.052198
0.000634 0.052139
0.000609 0.052072
0.000600 0.052000
0.000609 0.051928
0.000634 0.051861
0.000675 0.051802
0.000825 0.051648
0.000866 0.051589
0.000891 0.051522
0.000900 0.051450
0.000891 0.051378
0.000866 0.051311
0.000825 0.051252
0.000675 0.051098
0.000634 0.051039
0.000609 0.050972
0.000600 0.050900
0.000609 0.050828
0.000634 0.050761
0.000675 0.050702
0.000825 0.050548
0.000866 0.050489
0.000891 0.050422
0.000900 0.050350
0.000891 0.050278
0.000866 0.050211
0.000825 0.050152
0.000675 0.049998
0.000634 0.049939
0.000609 0.049872
0.000600 0.049800
0.000609 0.049728
0.000634 0.049661
0.000675 0.049602
0.000825 0.049448
0.000866 0.049389
0.000891 0.049322
0.000900 0.049250
0.000891 0.049178
0.000866 0.049111
0.000825 0.049052
0.000675 0.048898
0.000634 0.048839
0.000609 0.048772
0.000600 0.048700
0.000609 0.048628
0.000634 0.048561
0.000675 0.048502
0.000825 0.048348
0.000866 0.048289
0.000891 0.048222
0.000900 0.048150
0.000891 0.048078
0.000866 0.048011
0.000825 0.047952
0.000675 0.047798
0.000634 0.047739
0.000609 0.047672
0.000600 0.047600
0.000609 0.047528
0.000634 0.047461
0.000675 0.047402
0.000825 0.047248
0.000866 0.047189
0.000891 0.047122
0.000900 0.047050
0.000891 0.046978
0.000866 0.046911
0.000825 0.046852
0.000675 0.046698
0.000634 0.046639
0.000609 0.046572
0.000600 0.046500
0.000609 0.046428
0.000634 0.046361
0.000675 0.046302
0.000825 0.046148
0.000866 0.046089
0.000891 0.046022
0.000900 0.045950
0.000891 0.045878
0.000866 0.045811
0.000825 0.045752
0.000675 0.045598
0.000634 0.045539
0.000609 0.045472
0.000600 0.045400
0.000609 0.045328
0.000634 0.045261
0.000675 0.045202
0.000825 0.045048
0.000866 0.044989
0.000891 0.044922
0.000900 0.044850
0.000891 0.044778
0.000866 0.044711
0.000825 0.044652
0.000675 0.044498
0.000634 0.044439
0.000609 0.044372
0.000600 0.044300
0.000609 0.044228
0.000634 0.044161
0.000675 0.044102
0.000825 0.043948
0.000866 0.043889
0.000891 0.043822
0.000900 0.043750
0.000891 0.043678
0.000866 0.043611
0.000825 0.043552
0.000675 0.043398
0.000634 0.043339
0.000609 0.043272
0.000600 0.043200
0.000609 0.043128
0.000634 0.043061
0.000675 0.043002
0.000825 0.042848
0.000866 0.042789
0.000891 0.042722
0.000900 0.042650
0.000891 0.042578
0.000866 0.042511
0.000825 0.042452
0.000675 0.042298
0.000634 0.042239
0.000609 0.042172
0.000600 0.042100
0.000609 0.042028
0.000634 0.041961
0.000675 0.041902
0.000825 0.041748
0.000866 0.041689
0.000891 0.041622
0.000900 0.041550
0.000891 0.041478
0.000866 0.041411
0.000825 0.041352
0.000675 0.041198
0.000634 0.041139
0.000609 0.041072
0.000600 0.041000
0.000609 0.040928
0.000634 0.040861
0.000675 0.040802
0.000825 0.040648
0.000866 0.040589
0.000891 0.040522
0.000900 0.040450
0.000891 0.040378
0.000866 0.040311
0.000825 0.040252
0.000675 0.040098
0.000634 0.040039
0.000609 0.039972
0.000600 0.039900
0.000609 0.039828
0.000634 0.039761
0.000675 0.039702
0.000825 0.039548
0.000866 0.039489
0.000891 0.039422
0.000900 0.039350
0.000891 0.039278
0.000866 0.039211
0.000825 0.039152
0.000675 0.038998
0.000634 0.038939
0.000609 0.038872
0.000600 0.038800
0.000609 0.038728
0.000634 0.038661
0.000675 0.038602
0.000825 0.038448
0.000866 0.038389
0.000891 0.038322
0.000900 0.038250
0.000891 0.038178
0.000866 0.038111
0.000825 0.038052
0.000675 0.037898
0.000634 0.037839
0.000609 0.037772
0.000600 0.037700
0.000609 0.037628
0.000634 0.037561
0.000675 0.037502
0.000825 0.037348
0.000866 0.037289
0.000891 0.037222
0.000900 0.037150
0.000891 0.037078
0.000866 0.037011
0.000825 0.036952
0.000675 0.036798
0.000634 0.036739
0.000609 0.036672
0.000600 0.036600
0.000609 0.036528
0.000634 0.036461
0.000675 0.036402
0.000825 0.036248
0.000866 0.036189
0.000891 0.036122
0.000900 0.036050
0.000891 0.035978
0.000866 0.035911
0.000825 0.035852
0.000675 0.035698
0.000634 0.035639
0.000609 0.035572
0.000600 0.035500
0.000609 0.035428
0.000634 0.035361
0.000675 0.035302
0.000825 0.035148
0.000866 0.035089
0.000891 0.035022
0.000900 0.034950
0.000891 0.034878
0.000866 0.034811
0.000825 0.034752
0.000675 0.034598
0.000634 0.034539
0.000609 0.034472
0.000600 0.034400
0.000609 0.034328
0.000634 0.034261
0.000675 0.034202
0.000825 0.034048
0.000866 0.033989
0.000891 0.033922
0.000900 0.033850
0.000891 0.033778
0.000866 0.033711
0.000825 0.033652
0.000675 0.033498
0.000634 0.033439
0.000609 0.033372
0.000600 0.033300
0.000609 0.033228
0.000634 0.033161
0.000675 0.033102
0.000825 0.032948
0.000866 0.032889
0.000891 0.032822
0.000900 0.032750
0.000891 0.032678
0.000866 0.032611
0.000825 0.032552
0.000675 0.032398
0.000634 0.032339
0.000609 0.032272
0.000600 0.032200
0.000609 0.032128
0.000634 0.032061
0.000675 0.032002
0.000825 0.031848
0.000866 0.031789
0.000891 0.031722
0.000900 0.031650
0.000891 0.031578
0.000866 0.031511
0.000825 0.031452
0.000675 0.031298
0.000634 0.031239
0.000609 0.031172
0.000600 0.031100
0.000609 0.031028
0.000634 0.030961
0.000675 0.030902
0.000825 0.030748
0.000866 0.030689
0.000891 0.030622
0.000900 0.030550
0.000891 0.030478
0.000866 0.030411
0.000825 0.030352
0.000675 0.030198
0.000634 0.030139
0.000609 0.030072
0.000600 0.030000
0.000609 0.029928
0.000634 0.029861
0.000675 0.029802
0.000825 0.029648
0.000866 0.029589
0.000891 0.029522
0.000900 0.029450
0.000891 0.029378
0.000866 0.029311
0.000825 0.029252
0.000675 0.029098
0.000634 0.029039
0.000609 0.028972
0.000600 0.028900
0.000609 0.028828
0.000634 0.028761
0.000675 0.028702
0.000825 0.028548
0.000866 0.028489
0.000891 0.028422
0.000900 0.028350
0.000891 0.028278
0.000866 0.028211
0.000825 0.028152
0.000675 0.027998
0.000634 0.027939
0.000609 0.027872
0.000600 0.027800
0.000609 0.027728
0.000634 0.027661
0.000675 0.027602
0.000825 0.027448
0.000866 0.027389
0.000891 0.027322
0.000900 0.027250
0.000891 0.027178
0.000866 0.027111
0.000825 0.027052
0.000675 0.026898
0.000634 0.026839
0.000609 0.026772
0.000600 0.026700
0.000609 0.026628
0.000634 0.026561
0.000675 0.026502
0.000825 0.026348
0.000866 0.026289
0.000891 0.026222
0.000900 0.026150
0.000891 0.026078
0.000866 0.026011
0.000825 0.025952
0.000675 0.025798
0.000634 0.025739
0.000609 0.025672
0.000600 0.025600
0.000609 0.025528
0.000634 0.025461
0.000675 0.025402
0.000825 0.025248
0.000866 0.025189
0.000891 0.025122
0.000900 0.025050
0.000891 0.024978
0.000866 0.024911
0.000825 0.024852
0.000675 0.024698
0.000634 0.024639
0.000609 0.024572
0.000600 0.024500
0.000609 0.024428
0.000634 0.024361
0.000675 0.024302
0.000825 0.024148
0.000866 0.024089
0.000891 0.024022
0.000900 0.023950
0.000891 0.023878
0.000866 0.023811
0.000825 0.023752
0.000675 0.023598
0.000634 0.023539
0.000609 0.023472
0.000600 0.023400
0.000609 0.023328
0.000634 0.023261
0.000675 0.023202
0.000825 0.023048
0.000866 0.022989
0.000891 0.022922
0.000900 0.022850
0.000891 0.022778
0.000866 0.022711
0.000825 0.022652
0.000675 0.022498
0.000634 0.022439
0.000609 0.022372
0.000600 0.022300
0.000609 0.022228
0.000634 0.022161
0.000675 0.022102
0.000825 0.021948
0.000866 0.021889
0.000891 0.021822
0.000900 0.021750
0.000891 0.021678
0.000866 0.021611
0.000825 0.021552
0.000675 0.021398
0.000634 0.021339
0.000609 0.021272
0.000600 0.021200
0.000609 0.021128
0.000634 0.021061
0.000675 0.021002
0.000825 0.020848
0.000866 0.020789
0.000891 0.020722
0.000900 0.020650
0.000891 0.020578
0.000866 0.020511
0.000825 0.020452
0.000675 0.020298
0.000634 0.020239
0.000609 0.020172
0.000600 0.020100
0.000609 0.020028
0.000634 0.019961
0.000675 0.019902
0.000825 0.019748
0.000866 0.019689
0.000891 0.019622
0.000900 0.019550
0.000891 0.019478
0.000866 0.019411
0.000825 0.019352
0.000675 0.019198
0.000634 0.019139
0.000609 0.019072
0.000600 0.019000
0.000609 0.018928
0.000634 0.018861
0.000675 0.018802
0.000825 0.018648
0.000866 0.018589
0.000891 0.018522
0.000900 0.018450
0.000891 0.018378
0.000866 0.018311
0.000825 0.018252
0.000675 0.018098
0.000634 0.018039
0.000609 0.017972
0.000600 0.017900
0.000609 0.017828
0.000634 0.017761
0.000675 0.017702
0.000825 0.017548
0.000866 0.017489
0.000891 0.017422
0.000900 0.017350
0.000891 0.017278
0.000866 0.017211
0.000825 0.017152
0.000675 0.016998
0.000634 0.016939
0.000609 0.016872
0.000600 0.016800
0.000609 0.016728
0.000634 0.016661
0.000675 0.016602
0.000825 0.016448
0.000866 0.016389
0.000891 0.016322
0.000900 0.016250
0.000891 0.016178
0.000866 0.016111
0.000825 0.016052
0.000675 0.015898
0.000634 0.015839
0.000609 0.015772
0.000600 0.015700
0.000609 0.015628
0.000634 0.015561
0.000675 0.015502
0.000825 0.015348
0.000866 0.015289
0.000891 0.015222
0.000900 0.015150
0.000891 0.015078
0.000866 0.015011
0.000825 0.014952
0.000675 0.014798
0.000634 0.014739
0.000609 0.014672
0.000600 0.014600
0.000609 0.014528
0.000634 0.014461
0.000675 0.014402
0.000825 0.014248
0.000866 0.014189
0.000891 0.014122
0.000900 0.014050
0.000891 0.013978
0.000866 0.013911
0.000825 0.013852
0.000675 0.013698
0.000634 0.013639
0.000609 0.013572
0.000600 0.013500
0.000609 0.013428
0.000634 0.013361
0.000675 0.013302
0.000825 0.013148
0.000866 0.013089
0.000891 0.013022
0.000900 0.012950
0.000891 0.012878
0.000866 0.012811
0.000825 0.012752
0.000675 0.012598
0.000634 0.012539
0.000609 0.012472
0.000600 0.012400
0.000609 0.012328
0.000634 0.012261
0.000675 0.012202
0.000825 0.012048
0.000866 0.011989
0.000891 0.011922
0.000900 0.011850
0.000891 0.011778
0.000866 0.011711
0.000825 0.011652
0.000675 0.011498
0.000634 0.011439
0.000609 0.011372
0.000600 0.011300
0.000609 0.011228
0.000634 0.011161
0.000675 0.011102
0.000825 0.010948
0.000866 0.010889
0.000891 0.010822
0.000900 0.010750
0.000891 0.010678
0.000866 0.010611
0.000825 0.010552
0.000675 0.010398
0.000634 0.010339
0.000609 0.010272
0.000600 0.010200
0.000609 0.010128
0.000634 0.010061
0.000675 0.010002
0.000825 0.009848
0.000866 0.009789
0.000891 0.009722
0.000900 0.009650
0.000891 0.009578
0.000866 0.009511
0.000825 0.009452
0.000675 0.009298
0.000634 0.009239
0.000609 0.009172
0.000600 0.009100
0.000609 0.009028
0.000634 0.008961
0.000675 0.008902
0.000825 0.008748
0.000866 0.008689
0.000891 0.008622
0.000900 0.008550
0.000900 0.000300
0.000892 0.000233
0.000870 0.000170
0.000835 0.000113
0.000787 0.000065
0.000730 0.000030
0.000667 0.000008
0.000600 0.000000
-0.000600 0.000000
-0.000678 0.000010
-0.000750 0.000040
-0.000812 0.000088
-0.000860 0.000150
-0.000890 0.000222
-0.000900 0.000300
-0.000900 0.008000
-0.000891 0.008072
-0.000866 0.008139
-0.000825 0.008198
-0.000675 0.008352
-0.000634 0.008411
-0.000609 0.008478
-0.000600 0.008550
-0.000609 0.008622
-0.000634 0.008689
-0.000675 0.008748
-0.000825 0.008902
-0.000866 0.008961
-0.000891 0.009028
-0.000900 0.009100
-0.000891 0.009172
-0.000866 0.009239
-0.000825 0.009298
-0.000675 0.009452
-0.000634 0.009511
-0.000609 0.009578
-0.000600 0.009650
-0.000609 0.009722
-0.000634 0.009789
-0.000675 0.009848
-0.000825 0.010002
-0.000866 0.010061
-0.000891 0.010128
-0.000900 0.010200
-0.000891 0.010272
-0.000866 0.010339
-0.000825 0.010398
-0.000675 0.010552
-0.000634 0.010611
-0.000609 0.010678
-0.000600 0.010750
-0.000609 0.010822
-0.000634 0.010889
-0.000675 0.010948
-0.000825 0.011102
-0.000866 0.011161
-0.000891 0.011228
-0.000900 0.011300
-0.000891 0.011372
-0.000866 0.011439
-0.000825 0.011498
-0.000675 0.011652
-0.000634 0.011711
-0.000609 0.011778
-0.000600 0.011850
-0.000609 0.011922
-0.000634 0.011989
-0.000675 0.012048
-0.000825 0.012202
-0.000866 0.012261
-0.000891 0.012328
-0.000900 0.012400
-0.000891 0.012472
-0.000866 0.012539
-0.000825 0.012598
-0.000675 0.012752
-0.000634 0.012811
-0.000609 0.012878
-0.000600 0.012950
-0.000609 0.013022
-0.000634 0.013089
-0.000675 0.013148
-0.000825 0.013302
-0.000866 0.013361
-0.000891 0.013428
-0.000900 0.013500
-0.000891 0.013572
-0.000866 0.013639
-0.000825 0.013698
-0.000675 0.013852
-0.000634 0.013911
-0.000609 0.013978
-0.000600 0.014050
-0.000609 0.014122
-0.000634 0.014189
-0.000675 0.014248
-0.000825 0.014402
-0.000866 0.014461
-0.000891 0.014528
-0.000900 0.014600
-0.000891 0.014672
-0.000866 0.014739
-0.000825 0.014798
-0.000675 0.014952
-0.000634 0.015011
-0.000609 0.015078
-0.000600 0.015150
-0.000609 0.015222
-0.000634 0.015289
-0.000675 0.015348
-0.000825 0.015502
-0.000866 0.015561
-0.000891 0.015628
-0.000900 0.015700
-0.000891 0.015772
-0.000866 0.015839
-0.000825 0.015898
-0.000675 0.016052
-0.000634 0.016111
-0.000609 0.016178
-0.000600 0.016250
-0.000609 0.016322
-0.000634 0.016389
-0.000675 0.016448
-0.000825 0.016602
-0.000866 0.016661
-0.000891 0.016728
-0.000900 0.016800
-0.000891 0.016872
-0.000866 0.016939
-0.000825 0.016998
-0.000675 0.017152
-0.000634 0.017211
-0.000609 0.017278
-0.000600 0.017350
-0.000609 0.017422
-0.000634 0.017489
-0.000675 0.017548
-0.000825 0.017702
-0.000866 0.017761
-0.000891 0.017828
-0.000900 0.017900
-0.000891 0.017972
-0.000866 0.018039
-0.000825 0.018098
-0.000675 0.018252
-0.000634 0.018311
-0.000609 0.018378
-0.000600 0.018450
-0.000609 0.018522
-0.000634 0.018589
-0.000675 0.018648
-0.000825 0.018802
-0.000866 0.018861
-0.000891 0.018928
-0.000900 0.019000
-0.000891 0.019072
-0.000866 0.019139
-0.000825 0.019198
-0.000675 0.019352
-0.000634 0.019411
-0.000609 0.019478
-0.000600 0.019550
-0.000609 0.019622
-0.000634 0.019689
-0.000675 0.019748
-0.000825 0.019902
-0.000866 0.019961
-0.000891 0.020028
-0.000900 0.020100
-0.000891 0.020172
-0.000866 0.020239
-0.000825 0.020298
-0.000675 0.020452
-0.000634 0.020511
-0.000609 0.020578
-0.000600 0.020650
-0.000609 0.020722
-0.000634 0.020789
-0.000675 0.020848
-0.000825 0.021002
-0.000866 0.021061
-0.000891 0.021128
-0.000900 0.021200
-0.000891 0.021272
-0.000866 0.021339
-0.000825 0.021398
-0.000675 0.021552
-0.000634 0.021611
-0.000609 0.021678
-0.000600 0.021750
-0.000609 0.021822
-0.000634 0.021889
-0.000675 0.021948
-0.000825 0.022102
-0.000866 0.022161
-0.000891 0.022228
-0.000900 0.022300
-0.000891 0.022372
-0.000866 0.022439
-0.000825 0.022498
-0.000675 0.022652
-0.000634 0.022711
-0.000609 0.022778
-0.000600 0.022850
-0.000609 0.022922
-0.000634 0.022989
-0.000675 0.023048
-0.000825 0.023202
-0.000866 0.023261
-0.000891 0.023328
-0.000900 0.023400
-0.000891 0.023472
-0.000866 0.023539
-0.000825 0.023598
-0.000675 0.023752
-0.000634 0.023811
-0.000609 0.023878
-0.000600 0.023950
-0.000609 0.024022
-0.000634 0.024089
-0.000675 0.024148
-0.000825 0.024302
-0.000866 0.024361
-0.000891 0.024428
-0.000900 0.024500
-0.000891 0.024572
-0.000866 0.024639
-0.000825 0.024698
-0.000675 0.024852
-0.000634 0.024911
-0.000609 0.024978
-0.000600 0.025050
-0.000609 0.025122
-0.000634 0.025189
-0.000675 0.025248
-0.000825 0.025402
-0.000866 0.025461
-0.000891 0.025528
-0.000900 0.025600
-0.000891 0.025672
-0.000866 0.025739
-0.000825 0.025798
-0.000675 0.025952
-0.000634 0.026011
-0.000609 0.026078
-0.000600 0.026150
-0.000609 0.026222
-0.000634 0.026289
-0.000675 0.026348
-0.000825 0.026502
-0.000866 0.026561
-0.000891 0.026628
-0.000900 0.026700
-0.000891 0.026772
-0.000866 0.026839
-0.000825 0.026898
-0.000675 0.027052
-0.000634 0.027111
-0.000609 0.027178
-0.000600 0.027250
-0.000609 0.027322
-0.000634 0.027389
-0.000675 0.027448
-0.000825 0.027602
-0.000866 0.027661
-0.000891 0.027728
-0.000900 0.027800
-0.000891 0.027872
-0.000866 0.027939
-0.000825 0.027998
-0.000675 0.028152
-0.000634 0.028211
-0.000609 0.028278
-0.000600 0.028350
-0.000609 0.028422
-0.000634 0.028489
-0.000675 0.028548
-0.000825 0.028702
-0.000866 0.028761
-0.000891 0.028828
-0.000900 0.028900
-0.000891 0.028972
-0.000866 0.029039
-0.000825 0.029098
-0.000675 0.029252
-0.000634 0.029311
-0.000609 0.029378
-0.000600 0.029450
-0.000609 0.029522
-0.000634 0.029589
-0.000675 0.029648
-0.000825 0.029802
-0.000866 0.029861
-0.000891 0.029928
-0.000900 0.030000
-0.000891 0.030072
-0.000866 0.030139
-0.000825 0.030198
-0.000675 0.030352
-0.000634 0.030411
-0.000609 0.030478
-0.000600 0.030550
-0.000609 0.030622
-0.000634 0.030689
-0.000675 0.030748
-0.000825 0.030902
-0.000866 0.030961
-0.000891 0.031028
-0.000900 0.031100
-0.000891 0.031172
-0.000866 0.031239
-0.000825 0.031298
-0.000675 0.031452
-0.000634 0.031511
-0.000609 0.031578
-0.000600 0.031650
-0.000609 0.031722
-0.000634 0.031789
-0.000675 0.031848
-0.000825 0.032002
-0.000866 0.032061
-0.000891 0.032128
-0.000900 0.032200
-0.000891 0.032272
-0.000866 0.032339
-0.000825 0.032398
-0.000675 0.032552
-0.000634 0.032611
-0.000609 0.032678
-0.000600 0.032750
-0.000609 0.032822
-0.000634 0.032889
-0.000675 0.032948
-0.000825 0.033102
-0.000866 0.033161
-0.000891 0.033228
-0.000900 0.033300
-0.000891 0.033372
-0.000866 0.033439
-0.000825 0.033498
-0.000675 0.033652
-0.000634 0.033711
-0.000609 0.033778
-0.000600 0.033850
-0.000609 0.033922
-0.000634 0.033989
-0.000675 0.034048
-0.000825 0.034202
-0.000866 0.034261
-0.000891 0.034328
-0.000900 0.034400
-0.000891 0.034472
-0.000866 0.034539
-0.000825 0.034598
-0.000675 0.034752
-0.000634 0.034811
-0.000609 0.034878
-0.000600 0.034950
-0.000609 0.035022
-0.000634 0.035089
-0.000675 0.035148
-0.000825 0.035302
-0.000866 0.035361
-0.000891 0.035428
-0.000900 0.035500
-0.000891 0.035572
-0.000866 0.035639
-0.000825 0.035698
-0.000675 0.035852
-0.000634 0.035911
-0.000609 0.035978
-0.000600 0.036050
-0.000609 0.036122
-0.000634 0.036189
-0.000675 0.036248
-0.000825 0.036402
-0.000866 0.036461
-0.000891 0.036528
-0.000900 0.036600
-0.000891 0.036672
-0.000866 0.036739
-0.000825 0.036798
-0.000675 0.036952
-0.000634 0.037011
-0.000609 0.037078
-0.000600 0.037150
-0.000609 0.037222
-0.000634 0.037289
-0.000675 0.037348
-0.000825 0.037502
-0.000866 0.037561
-0.000891 0.037628
-0.000900 0.037700
-0.000891 0.037772
-0.000866 0.037839
-0.000825 0.037898
-0.000675 0.038052
-0.000634 0.038111
-0.000609 0.038178
-0.000600 0.038250
-0.000609 0.038322
-0.000634 0.038389
-0.000675 0.038448
-0.000825 0.038602
-0.000866 0.038661
-0.000891 0.038728
-0.000900 0.038800
-0.000891 0.038872
-0.000866 0.038939
-0.000825 0.038998
-0.000675 0.039152
-0.000634 0.039211
-0.000609 0.039278
-0.000600 0.039350
-0.000609 0.039422
-0.000634 0.039489
-0.000675 0.039548
-0.000825 0.039702
-0.000866 0.039761
-0.000891 0.039828
-0.000900 0.039900
-0.000891 0.039972
-0.000866 0.040039
-0.000825 0.040098
-0.000675 0.040252
-0.000634 0.040311
-0.000609 0.040378
-0.000600 0.040450
-0.000609 0.040522
-0.000634 0.040589
-0.000675 0.040648
-0.000825 0.040802
-0.000866 0.040861
-0.000891 0.040928
-0.000900 0.041000
-0.000891 0.041072
-0.000866 0.041139
-0.000825 0.041198
-0.000675 0.041352
-0.000634 0.041411
-0.000609 0.041478
-0.000600 0.041550
-0.000609 0.041622
-0.000634 0.041689
-0.000675 0.041748
-0.000825 0.041902
-0.000866 0.041961
-0.000891 0.042028
-0.000900 0.042100
-0.000891 0.042172
-0.000866 0.042239
-0.000825 0.042298
-0.000675 0.042452
-0.000634 0.042511
-0.000609 0.042578
-0.000600 0.042650
-0.000609 0.042722
-0.000634 0.042789
-0.000675 0.042848
-0.000825 0.043002
-0.000866 0.043061
-0.000891 0.043128
-0.000900 0.043200
-0.000891 0.043272
-0.000866 0.043339
-0.000825 0.043398
-0.000675 0.043552
-0.000634 0.043611
-0.000609 0.043678
-0.000600 0.043750
-0.000609 0.043822
-0.000634 0.043889
-0.000675 0.043948
-0.000825 0.044102
-0.000866 0.044161
-0.000891 0.044228
